Date,Sales,Cost Of Sales,Quantity Sold,Year of Sales,Month Sales,Sales Month Name,Sales Day Name,Sales Quarter,Weekly Sales,Sales Season,Gross Profit,Gross Profit Margin (%),Average Selling Price,Cost per Unit,Gross Profit per Unit,Gross Profit Margin per Unit (%),7-Day Average Selling Price,30-Day Average Selling Price,30-Day Selling Price Variation,7-Day Average Gross Profit Margin (%),30-Day Average Gross Profit Margin (%),30-Day Average Quantity Sold,Low Price Condition,High Sales Volume Condition,Promotion Day,Promotion Group
2014-02-22,309217.8755625262,320116.92432327796,9772,2014,2,February,Saturday,1,Weekend,Summer,-10899.048760751728,-3.524714973519653,31.643253741560194,32.75858824429778,-1.1153345027375892,-3.5247149735196506,32.82023610834438,33.27242922879225,0.8995086856666376,-0.28103461515302663,-0.5417193199905058,4859.433333333333,True,True,True,8
2014-02-23,138491.5499504623,140752.60159166716,4270,2014,2,February,Sunday,1,Weekend,Summer,-2261.05164120486,-1.6326278693636014,32.43361825537759,32.963138546057884,-0.5295202906802956,-1.6326278693636027,32.81814884857603,33.21459960020334,0.895673137121953,-0.20668816756132866,-0.6569880183523241,4887.666666666667,False,False,False,9
2014-02-24,133146.22220523606,134505.40422379476,4106,2014,2,February,Monday,1,Weekday,Summer,-1359.1820185586985,-1.0208190634681393,32.427233854173416,32.75825723911222,-0.3310233849388027,-1.0208190634681584,32.81673112960083,33.15647552323653,0.8880170738703805,-0.15483524665113793,-0.747615657035026,4873.066666666667,False,False,False,9
2014-02-25,224994.65618289215,227546.44655960065,6937,2014,2,February,Tuesday,1,Weekday,Summer,-2551.7903767084936,-1.1341559928579865,32.43399973805567,32.80185188980837,-0.36785215175270025,-1.1341559928579812,32.5689646213949,33.098762792469294,0.8763720723666963,-0.8638758051237229,-0.8377843953612256,5023.433333333333,False,True,False,9
2014-02-26,225051.59146803216,228214.1421194314,6934,2014,2,February,Wednesday,1,Weekday,Summer,-3162.550651399244,-1.4052558485677156,32.45624336141219,32.91233661947381,-0.45609325806162104,-1.405255848567732,32.5716529407213,33.04139295013984,0.8595022353067759,-0.8888858072572596,-0.9296031379460453,5184.0,False,True,False,9
2014-02-27,344299.68244113005,365935.6529559262,11082,2014,2,February,Thursday,1,Weekday,Summer,-21635.97051479615,-6.2840518357130835,31.06837055054413,33.02072306045174,-1.9523525099076124,-6.284051835713086,32.128077278814,32.9384347561519,0.9050346846167385,-2.3306261903056003,-1.181836180865576,5504.2,True,True,True,10
2014-02-28,661876.4999996495,686656.7909921708,20805,2014,2,February,Friday,1,Weekday,Summer,-24780.29099252133,-3.743944828458852,31.813338139853375,33.004411967900545,-1.1910738280471698,-3.7439448284588575,32.039436805853796,32.85976585369997,0.8965176327618333,-2.677938630278433,-1.3525323197107049,6131.9,True,True,True,10
2014-03-01,846678.388160804,872081.5850035211,26410,2014,3,March,Saturday,1,Weekend,Autumn,-25403.196842717007,-3.000336042342957,32.05900750324892,33.020885460186335,-0.9618779569374141,-3.0003360423429686,32.09883020038075,32.78956276848068,0.8729267943520497,-2.6030273543960476,-1.498053236599664,6949.166666666667,False,True,False,11
2014-03-02,478902.30487182323,495554.4499238885,15004,2014,3,March,Sunday,1,Weekend,Autumn,-16652.145052065258,-3.477148654885291,31.91830877578134,33.02815582004055,-1.1098470442592117,-3.4771486548852817,32.025214560438435,32.71459925207098,0.8467098282078022,-2.8665303237562894,-1.6644171280800744,7314.966666666666,False,True,False,11
2014-03-03,538827.2021325426,557567.1369848134,16884,2014,3,March,Monday,1,Weekday,Autumn,-18739.93485227076,-3.477911801427769,31.913480344263363,33.02340304340283,-1.1099226991394673,-3.47791180142777,31.951821201879852,32.63956136409185,0.8128478673020186,-3.2175435720362358,-1.8313643246920104,7700.966666666666,False,True,False,11
2014-03-04,310346.1212875447,323325.0299270246,9789,2014,3,March,Tuesday,1,Weekday,Autumn,-12978.908639479894,-4.182075350461544,31.70355718536569,33.02942383563435,-1.325866650268658,-4.1820753504615436,31.847472265781285,32.55745522764563,0.7768750578002735,-3.652960623122459,-2.0285705361188917,7916.6,True,True,True,12
2014-03-05,256390.52221047232,267308.50708271045,8079,2014,3,March,Wednesday,1,Weekday,Autumn,-10917.984872238128,-4.258341836550221,31.73542792554429,33.086830929905986,-1.3514030043616962,-4.258341836550226,31.74449863208587,32.47641367097483,0.7285228466521763,-4.060544335691389,-2.2330627206856373,8046.2,True,True,True,12
2014-03-06,167803.65977609382,168135.6900061219,5072,2014,3,March,Thursday,1,Weekday,Autumn,-332.03023002808914,-0.1978682887316811,33.08431777919831,33.14978115262656,-0.06546337342825126,-0.19786828873168183,32.03249109332218,32.440459496896636,0.6663851466771743,-3.1910895432654733,-2.281421801847199,8088.3,False,False,False,13
2014-03-07,465318.02151156624,483774.59671529237,14551,2014,3,March,Friday,1,Weekday,Autumn,-18456.575203726126,-3.9664432389209234,31.97842220545435,33.24682817093618,-1.2684059654818327,-3.9664432389209274,32.056074531265175,32.42408057627727,0.6716571340790809,-3.222875030474341,-2.272528973730069,8381.2,False,True,False,13
2014-03-08,520146.74963959056,541498.9582445963,16262,2014,3,March,Saturday,1,Weekend,Autumn,-21352.208605005697,-4.105035476968881,31.98541075141991,33.298423210219916,-1.3130124588000065,-4.105035476968882,32.04556070957533,32.363943127563,0.6242802218527889,-3.3806892354209017,-2.420333552569913,8822.333333333334,False,True,False,13
2014-03-09,224699.25281941216,233589.98296832,7014,2014,3,March,Sunday,1,Weekend,Autumn,-8890.730148907838,-3.956724393762538,32.035821616682654,33.30339078533219,-1.267569168649537,-3.9567243937625443,32.062348258275506,32.349102991609364,0.6266879709668884,-3.449200055260508,-2.419850601282748,8746.666666666666,False,False,False,13
